Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CARABELLE,"1,758,888","1,302.44","1,350",Nov-21,WEST COAST WAY,Resale,Strata,121,"14,536",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
BAYVILLE CONDOMINIUM,"1,452,000","1,248.62","1,163",Nov-21,SOUTH BUONA VISTA ROAD,Resale,Strata,116,"12,517",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE TRILINQ,"858,800",538.2,"1,596",Nov-21,JALAN LEMPENG,Resale,Strata,50,"17,176",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,21 to 25
SEAHILL,"930,000",688.9,"1,350",Nov-21,WEST COAST CRESCENT,Resale,Strata,64,"14,531",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
PARC RIVIERA,"1,600,000","1,184.04","1,351",Nov-21,WEST COAST VALE,Resale,Strata,110,"14,545",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
PARC RIVIERA,"1,538,000","1,151.75","1,335",Nov-21,WEST COAST VALE,Resale,Strata,107,"14,374",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
BOTANNIA,"1,638,000","1,248.62","1,312",Nov-21,WEST COAST PARK,Resale,Strata,116,"14,121",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE ROCHESTER RESIDENCES,"1,800,000","1,302.44","1,382",Nov-21,ROCHESTER DRIVE,Resale,Strata,121,"14,876",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,16 to 20
PARC RIVIERA,"1,728,000","1,184.04","1,459",Nov-21,WEST COAST VALE,Resale,Strata,110,"15,709",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,26 to 30
HUNDRED TREES,"2,050,000","1,302.44","1,574",Nov-21,WEST COAST DRIVE,Resale,Strata,121,"16,942",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
TWIN VEW,"2,450,000","1,517.72","1,614",Nov-21,WEST COAST VALE,Sub Sale,Strata,141,"17,376",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
BLUE HORIZON,"1,465,000","1,216.33","1,204",Nov-21,WEST COAST CRESCENT,Resale,Strata,113,"12,965",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,11 to 15
HUNDRED TREES,"2,238,000","1,474.67","1,518",Nov-21,WEST COAST DRIVE,Resale,Strata,137,"16,336",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
THE PARC CONDOMINIUM,"2,280,000","1,420.85","1,605",Nov-21,WEST COAST WALK,Resale,Strata,132,"17,273",-,Condominium,1,Freehold,05,Outside Central Region,16 to 20
BOTANNIA,"1,700,000","1,291.68","1,316",Nov-21,WEST COAST PARK,Resale,Strata,120,"14,167",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
SEAHILL,"1,688,000","1,054.87","1,600",Nov-21,WEST COAST CRESCENT,Resale,Strata,98,"17,224",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,21 to 25
PARC RIVIERA,"692,888",462.85,"1,497",Nov-21,WEST COAST VALE,Resale,Strata,43,"16,114",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
THE VISION,"3,618,000","2,701.76","1,339",Nov-21,WEST COAST CRESCENT,Resale,Strata,251,"14,414",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,31 to 35
HERITAGE VIEW,"1,235,000",968.76,"1,275",Nov-21,DOVER RISE,Resale,Strata,90,"13,722",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,06 to 10
THE TRILINQ,"1,560,000",914.94,"1,705",Nov-21,JALAN LEMPENG,Resale,Strata,85,"18,353",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,26 to 30
BLUE HORIZON,"1,020,000",936.47,"1,089",Nov-21,WEST COAST CRESCENT,Resale,Strata,87,"11,724",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,01 to 05
DOVER PARKVIEW,"1,035,000",936.47,"1,105",Nov-21,DOVER RISE,Resale,Strata,87,"11,897",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
TWIN VEW,"1,810,000","1,065.64","1,699",Nov-21,WEST COAST VALE,Sub Sale,Strata,99,"18,283",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,26 to 30
THE CLEMENT CANOPY,"1,300,000",731.95,"1,776",Nov-21,CLEMENTI AVENUE 1,Resale,Strata,68,"19,118",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
WESTCOVE CONDOMINIUM,"1,130,000","1,108.69","1,019",Nov-21,WEST COAST CRESCENT,Resale,Strata,103,"10,971",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,06 to 10
THE FOLIAGE,"1,370,000",958,"1,430",Nov-21,PASIR PANJANG ROAD,Resale,Strata,89,"15,393",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE TRILINQ,"1,890,000","1,356.26","1,394",Nov-21,JALAN LEMPENG,Resale,Strata,126,"15,000",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,21 to 25
HUNDRED TREES,"745,000",484.38,"1,538",Nov-21,WEST COAST DRIVE,Resale,Strata,45,"16,556",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
HERITAGE VIEW,"1,242,000",968.76,"1,282",Nov-21,DOVER RISE,Resale,Strata,90,"13,800",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,11 to 15
DOVER PARKVIEW,"1,080,000",968.76,"1,115",Nov-21,DOVER RISE,Resale,Strata,90,"12,000",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
THE MAYLEA,"1,408,000",968.76,"1,453",Nov-21,PASIR PANJANG ROAD,Resale,Strata,90,"15,644",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE ROCHESTER RESIDENCES,"2,650,000","1,948.28","1,360",Nov-21,ROCHESTER DRIVE,Resale,Strata,181,"14,641",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,16 to 20
PARC RIVIERA,"1,615,000","1,151.75","1,402",Nov-21,WEST COAST VALE,Resale,Strata,107,"15,093",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
GOLD COAST CONDOMINIUM,"1,680,000","1,453.14","1,156",Nov-21,PASIR PANJANG ROAD,Resale,Strata,135,"12,444",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
TWIN VEW,"1,686,000","1,184.04","1,424",Nov-21,WEST COAST VALE,Sub Sale,Strata,110,"15,327",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
PARC IMPERIAL,"705,000",387.5,"1,819",Nov-21,PASIR PANJANG ROAD,Resale,Strata,36,"19,583",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
PASIR PANJANG COURT,"1,818,000","1,345.5","1,351",Nov-21,PASIR PANJANG CLOSE,Resale,Strata,125,"14,544",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE PARC CONDOMINIUM,"1,880,000","1,216.33","1,546",Nov-21,WEST COAST WALK,Resale,Strata,113,"16,637",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
PARC RIVIERA,"1,360,000",990.29,"1,373",Nov-21,WEST COAST VALE,Resale,Strata,92,"14,783",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
BAYVILLE CONDOMINIUM,"2,300,000","1,915.99","1,200",Nov-21,SOUTH BUONA VISTA ROAD,Resale,Strata,178,"12,921",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
CARABELLE,"1,880,000","1,259.39","1,493",Nov-21,WEST COAST WAY,Resale,Strata,117,"16,068",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
THE PARC CONDOMINIUM,"2,060,000","1,291.68","1,595",Nov-21,WEST COAST WALK,Resale,Strata,120,"17,167",-,Condominium,1,Freehold,05,Outside Central Region,21 to 25
PARC RIVIERA,"680,000",484.38,"1,404",Nov-21,WEST COAST VALE,Resale,Strata,45,"15,111",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
TWIN VEW,"1,200,000",731.95,"1,639",Nov-21,WEST COAST VALE,Sub Sale,Strata,68,"17,647",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
PARC RIVIERA,"718,000",462.85,"1,551",Nov-21,WEST COAST VALE,Resale,Strata,43,"16,698",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
PARC RIVIERA,"713,000",462.85,"1,540",Nov-21,WEST COAST VALE,Resale,Strata,43,"16,581",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
THE FOLIAGE,"1,355,000",958,"1,414",Nov-21,PASIR PANJANG ROAD,Resale,Strata,89,"15,225",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE PARC CONDOMINIUM,"2,510,000","2,238.91","1,121",Nov-21,WEST COAST WALK,Resale,Strata,208,"12,067",-,Condominium,1,Freehold,05,Outside Central Region,21 to 25
PARC RIVIERA,"1,250,000",904.18,"1,382",Nov-21,WEST COAST VALE,Resale,Strata,84,"14,881",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
THE TRILINQ,"1,390,000",914.94,"1,519",Nov-21,JALAN LEMPENG,Resale,Strata,85,"16,353",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,01 to 05
HERITAGE VIEW,"1,480,000","1,205.57","1,228",Nov-21,DOVER RISE,Resale,Strata,112,"13,214",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,01 to 05
CLEMENTIWOODS CONDOMINIUM,"1,950,000","1,625.36","1,200",Nov-21,WEST COAST ROAD,Resale,Strata,151,"12,914",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
HERITAGE VIEW,"2,950,000","2,626.42","1,123",Nov-21,DOVER RISE,Resale,Strata,244,"12,090",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
TWIN VEW,"1,280,000",818.06,"1,565",Nov-21,WEST COAST VALE,Sub Sale,Strata,76,"16,842",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,06 to 10
DOVER PARKVIEW,"1,060,000",968.76,"1,094",Nov-21,DOVER RISE,Resale,Strata,90,"11,778",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
SEAHILL,"1,188,000",861.12,"1,380",Oct-21,WEST COAST CRESCENT,Resale,Strata,80,"14,850",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
SEAHILL,"1,120,000",710.42,"1,577",Oct-21,WEST COAST CRESCENT,Resale,Strata,66,"16,970",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,26 to 30
BLUE HORIZON,"1,420,000","1,162.51","1,221",Oct-21,WEST COAST CRESCENT,Resale,Strata,108,"13,148",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
VARSITY PARK CONDOMINIUM,"1,650,000","1,453.14","1,135",Oct-21,WEST COAST ROAD,Resale,Strata,135,"12,222",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
TWIN VEW,"1,470,000",904.18,"1,626",Oct-21,WEST COAST VALE,Sub Sale,Strata,84,"17,500",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,21 to 25
NEWEST,"1,214,400",893.41,"1,359",Oct-21,WEST COAST DRIVE,Resale,Strata,83,"14,631",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
PARC RIVIERA,"870,000",602.78,"1,443",Oct-21,WEST COAST VALE,Resale,Strata,56,"15,536",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
HERITAGE VIEW,"1,550,000","1,162.51","1,333",Oct-21,DOVER RISE,Resale,Strata,108,"14,352",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
WEST BAY CONDOMINIUM,"1,180,000","1,248.62",945,Oct-21,WEST COAST CRESCENT,Resale,Strata,116,"10,172",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
DOVER PARKVIEW,"1,088,888",936.47,"1,163",Oct-21,DOVER RISE,Resale,Strata,87,"12,516",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
THE TRILINQ,"2,180,000","1,517.72","1,436",Oct-21,JALAN LEMPENG,Resale,Strata,141,"15,461",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
VIVA VISTA,"657,000",387.5,"1,695",Oct-21,SOUTH BUONA VISTA ROAD,Resale,Strata,36,"18,250",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PARC RIVIERA,"720,000",462.85,"1,556",Oct-21,WEST COAST VALE,Resale,Strata,43,"16,744",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
NEWEST,"2,388,888","2,432.66",982,Oct-21,WEST COAST DRIVE,Resale,Strata,226,"10,570",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
ONE-NORTH RESIDENCES,"2,300,000","1,614.6","1,425",Oct-21,ONE-NORTH GATEWAY,Resale,Strata,150,"15,333",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
THE TRILINQ,"1,438,000",936.47,"1,536",Oct-21,JALAN LEMPENG,Resale,Strata,87,"16,529",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
THE ROCHESTER RESIDENCES,"1,810,000","1,205.57","1,501",Oct-21,ROCHESTER DRIVE,Resale,Strata,112,"16,161",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,21 to 25
SEAHILL,"782,000",516.67,"1,514",Oct-21,WEST COAST CRESCENT,Resale,Strata,48,"16,292",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
PASIR VIEW PARK,"2,060,000","1,506.96","1,367",Oct-21,PASIR PANJANG ROAD,Resale,Strata,140,"14,714",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
SEAHILL,"1,390,000",936.47,"1,484",Oct-21,WEST COAST CRESCENT,Resale,Strata,87,"15,977",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
PASIR PANJANG COURT,"1,868,000","1,345.5","1,388",Oct-21,PASIR PANJANG CLOSE,Resale,Strata,125,"14,944",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
HERITAGE VIEW,"1,510,000","1,194.8","1,264",Oct-21,DOVER RISE,Resale,Strata,111,"13,604",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,01 to 05
PARC RIVIERA,"680,000",462.85,"1,469",Oct-21,WEST COAST VALE,Resale,Strata,43,"15,814",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
PARC RIVIERA,"1,000,000",710.42,"1,408",Oct-21,WEST COAST VALE,Resale,Strata,66,"15,152",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,26 to 30
THE TRILINQ,"1,612,000","1,044.11","1,544",Oct-21,JALAN LEMPENG,Resale,Strata,97,"16,619",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,01 to 05
TWIN VEW,"2,080,000","1,248.62","1,666",Oct-21,WEST COAST VALE,Sub Sale,Strata,116,"17,931",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,21 to 25
THE PARC CONDOMINIUM,"1,440,000",979.52,"1,470",Oct-21,WEST COAST WALK,Resale,Strata,91,"15,824",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
PARC RIVIERA,"710,000",462.85,"1,534",Oct-21,WEST COAST VALE,Resale,Strata,43,"16,512",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,26 to 30
WATERFRONT @ FABER,"1,438,000","1,033.34","1,392",Oct-21,FABER WALK,Resale,Strata,96,"14,979",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
THE PEAK@BALMEG,"2,500,000","1,506.96","1,659",Oct-21,BALMEG HILL,Resale,Strata,140,"17,857",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
BIJOU,"1,257,340",613.55,"2,049",Oct-21,JALAN MAT JAMBOL,Resale,Strata,57,"22,059",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE TRILINQ,"1,520,750",914.94,"1,662",Oct-21,JALAN LEMPENG,Resale,Strata,85,"17,891",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"2,610,000","1,862.17","1,402",Oct-21,ROCHESTER DRIVE,Resale,Strata,173,"15,087",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,21 to 25
TWIN VEW,"1,680,000","1,054.87","1,593",Oct-21,WEST COAST VALE,Sub Sale,Strata,98,"17,143",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,31 to 35
CLEMENTIWOODS CONDOMINIUM,"1,788,000","1,560.78","1,146",Oct-21,WEST COAST ROAD,Resale,Strata,145,"12,331",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
THE PARC CONDOMINIUM,"1,428,000",979.52,"1,458",Oct-21,WEST COAST WALK,Resale,Strata,91,"15,692",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
THE CLEMENT CANOPY,"1,640,000",990.29,"1,656",Oct-21,CLEMENTI AVENUE 1,Resale,Strata,92,"17,826",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,21 to 25
BLUE HORIZON,"1,300,000","1,151.75","1,129",Oct-21,WEST COAST CRESCENT,Resale,Strata,107,"12,150",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,11 to 15
VARSITY PARK CONDOMINIUM,"2,260,000","2,152.8","1,050",Oct-21,WEST COAST ROAD,Resale,Strata,200,"11,300",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
BOTANNIA,"1,800,000","1,237.86","1,454",Oct-21,WEST COAST PARK,Resale,Strata,115,"15,652",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
THE TRILINQ,"4,500,000","4,445.53","1,012",Oct-21,JALAN LEMPENG,Resale,Strata,413,"10,896",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,31 to 35
THE CLEMENT CANOPY,"1,768,000","1,162.51","1,521",Oct-21,CLEMENTI AVENUE 1,Resale,Strata,108,"16,370",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
TWIN VEW,"1,110,000",731.95,"1,516",Oct-21,WEST COAST VALE,Sub Sale,Strata,68,"16,324",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,01 to 05
TWIN VEW,"868,699",484.38,"1,793",Oct-21,WEST COAST VALE,Sub Sale,Strata,45,"19,304",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,31 to 35
TWIN VEW,"1,970,000","1,248.62","1,578",Oct-21,WEST COAST VALE,Sub Sale,Strata,116,"16,983",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,11 to 15
PARC RIVIERA,"1,600,000","1,151.75","1,389",Oct-21,WEST COAST VALE,Resale,Strata,107,"14,953",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
PARC RIVIERA,"705,000",462.85,"1,523",Oct-21,WEST COAST VALE,Resale,Strata,43,"16,395",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
THE TRILINQ,"1,880,000","1,356.26","1,386",Oct-21,JALAN LEMPENG,Resale,Strata,126,"14,921",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,16 to 20
MONTEREY PARK CONDOMINIUM,"2,000,000","1,388.56","1,440",Oct-21,WEST COAST RISE,Resale,Strata,129,"15,504",-,Condominium,1,999 yrs lease commencing from 1885,05,Outside Central Region,11 to 15
FABER CREST,"1,508,888","1,560.78",967,Oct-21,FABER HEIGHTS,Resale,Strata,145,"10,406",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
THE STELLAR,"1,918,000","1,679.18","1,142",Oct-21,WEST COAST ROAD,Resale,Strata,156,"12,295",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
DOVER PARKVIEW,"1,088,000",936.47,"1,162",Oct-21,DOVER RISE,Resale,Strata,87,"12,506",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
THE TRILINQ,"1,190,000",710.42,"1,675",Oct-21,JALAN LEMPENG,Resale,Strata,66,"18,030",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,31 to 35
PARC IMPERIAL,"710,000",398.27,"1,783",Oct-21,PASIR PANJANG ROAD,Resale,Strata,37,"19,189",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"2,175,000","1,991.34","1,092",Oct-21,WEST COAST ROAD,Resale,Strata,185,"11,757",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
THE CLEMENT CANOPY,"1,758,000","1,108.69","1,586",Oct-21,CLEMENTI AVENUE 1,Resale,Strata,103,"17,068",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
THE PARC CONDOMINIUM,"2,198,000","1,420.85","1,547",Oct-21,WEST COAST WALK,Resale,Strata,132,"16,652",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
SEASUITES,"1,186,000",688.9,"1,722",Oct-21,PASIR PANJANG ROAD,Resale,Strata,64,"18,531",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PARC RIVIERA,"1,580,000","1,151.75","1,372",Oct-21,WEST COAST VALE,Resale,Strata,107,"14,766",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
THE ROCHESTER RESIDENCES,"1,980,000","1,302.44","1,520",Oct-21,ROCHESTER DRIVE,Resale,Strata,121,"16,364",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,31 to 35
THE PARC CONDOMINIUM,"992,000",667.37,"1,486",Oct-21,WEST COAST WALK,Resale,Strata,62,"16,000",-,Condominium,1,Freehold,05,Outside Central Region,16 to 20
DOVER PARKVIEW,"2,685,000","2,228.15","1,205",Oct-21,DOVER RISE,Resale,Strata,207,"12,971",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,16 to 20
TWIN VEW,"1,620,000","1,054.87","1,536",Oct-21,WEST COAST VALE,Sub Sale,Strata,98,"16,531",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
THE MAYLEA,"1,550,000","1,151.75","1,346",Oct-21,PASIR PANJANG ROAD,Resale,Strata,107,"14,486",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
